gitHubSlug,npmPackageName,abandonedYearMonth
repo-utils/parse-github-repo-url,parse-github-repo-url,2017-09
request/api,@request/api,2017-03
request/request,request,2020-02
requirejs/almond,almond,2017-08
requiresafe/eslint-config-nodesecurity,eslint-config-nodesecurity,2019-09
researchgate/doctrine-file,doctrine-file,2019-08
reshape/parser,reshape-parser,2018-08
resin-io-modules/pipage,pipage,2018-03
resin-io/resin-config-inject,resin-config-inject,2015-08
resin-io/resin-device-status,resin-device-status,2020-02
revin/markdown-it-expand-tabs,markdown-it-expand-tabs,2018-04
revin/markdown-it-task-lists,markdown-it-task-lists,2018-04
revolunet/angular-carousel,angular-carousel,2017-10
rexmorgan/uploadcare-node,uploadcare,2018-02
rexxars/react-lowlight,react-lowlight,2018-03
reyesoft/ts-angular-jsonapi,ts-angular-jsonapi,2017-11
Rezonans/redux-async-connect,redux-async-connect,2017-02
rfink/sequelize-redis-cache,sequelize-redis-cache,2018-02
rguanghui/vue-sticky,vue-sticky,2018-08
rhinostone/gina,gina,2017-10
rhysd/wdio-appium-service,wdio-appium-service,2019-06
RIAEvangelist/event-pubsub,event-pubsub,2017-09
RIAEvangelist/node-cmd,node-cmd,2017-11
Rich-Harris/BabyParse,babyparse,2017-09
Rich-Harris/butternut,butternut,2019-09
rich-harris/node-console-group,console-group,2017-02
rich-harris/sander,@marionebl/sander,2017-01
Rich-Harris/tippex,tippex,2017-05
rijs/backpressure,rijs.backpressure,2017-08
rijs/components,rijs.components,2018-05
rijs/mysql,rijs.mysql,2018-01
rijs/resdir,rijs.resdir,2018-05
rijs/serve,rijs.serve,2018-05
rijs/shadow,rijs.shadow,2017-01
rijs/sync,rijs.sync,2018-05
rikkertkoppes/json2xls,json2xls,2017-06
rikmms/progress-bar-4-axios,axios-progress-bar,2018-10
rill-js/rill,rill,2018-03
rinh/fekit,fekit,2017-01
riot/tmpl,riot-tmpl,2017-12
ripple-emulator/ripple,ripple-emulator,2017-01
ripple/x-address-codec,x-address-codec,2019-10
Riron/ionic-img-viewer,ionic-img-viewer,2018-06
RisingStack/v8-profiler,@risingstack/v8-profiler,2018-05
rjackson/broccoli-file-creator,broccoli-file-creator,2018-05
rjackson/broccoli-unwatched-tree,broccoli-unwatched-tree,2016-12
rjrodger/node-logentries,node-logentries,2018-11
rkoeze/react-mock-router,react-mock-router,2020-04
rlmv/gitbook-plugin-anchors,gitbook-plugin-anchors,2017-01
rluba/browserify-global-shim,browserify-global-shim,2017-01
rma-consulting/react-easy-chart,react-easy-chart,2019-03
rmdm/assert-match,assert-match,2018-04
rmdort/konva-grid,react-konva-grid,2020-06
RnbWd/gulp-strip-comments,gulp-strip-comments,2018-02
rndme/download,downloadjs,2018-07
rnpm/rnpm,rnpm-plugin-link,2017-01
ro-savage/react-scripts-cssmodules,react-scripts-cssmodules,2018-12
Robert-Frampton/liferay-plugin-node-tasks,liferay-plugin-node-tasks,2017-04
Robert-W/grunt-ftp-push,grunt-ftp-push,2017-10
robertknight/passcards,passcards,2017-11
robey/node-wartremover,wartremover,2017-01
robey/packrattle,packrattle,2017-01
RobinCK/alias-resolve-loader,alias-resolve-loader,2018-05
RobinCK/gulp-style-aliases,gulp-style-aliases,2018-03
roccivic/glob-hash,glob-hash,2017-07
rochars/endianness,endianness,2019-01
rochejul/node-version,npmversion,2018-09
RocksonZeta/koa-validate,koa-validate,2017-01
rodneyrehm/viewport-units-buggyfill,viewport-units-buggyfill,2018-09
rofrischmann/inline-style-prefix-all,inline-style-prefix-all,2016-07
rofrischmann/react-look,react-look,2016-11
rolaveric/karma-systemjs,karma-systemjs,2017-01
rollup/babel-preset-es2015-rollup,babel-preset-es2015-rollup,2017-02
rollup/rollup-plugin-babel,rollup-plugin-babel,2020-04
rollup/rollup-plugin-buble,rollup-plugin-buble,2019-10
rollup/rollup-plugin-commonjs,rollup-plugin-commonjs,2019-12
rollup/rollup-plugin-image,rollup-plugin-image,2019-11
rollup/rollup-plugin-inject,rollup-plugin-inject,2019-11
rollup/rollup-plugin-json,rollup-plugin-json,2019-11
rollup/rollup-plugin-multi-entry,rollup-plugin-multi-entry,2019-12
rollup/rollup-plugin-node-resolve,rollup-plugin-node-resolve,2019-12
rollup/rollup-plugin-replace,rollup-plugin-replace,2019-10
rollup/rollup-plugin-strip,rollup-plugin-strip,2019-10
rollup/rollup-plugin-sucrase,rollup-plugin-sucrase,2019-12
rollup/rollup-plugin-typescript,rollup-plugin-typescript,2019-12
rollup/rollup-plugin-virtual,rollup-plugin-virtual,2019-11
rollup/rollup-pluginutils,rollup-pluginutils,2019-12
rollup/rollup-watch,rollup-watch,2017-08
rom-melnyk/eslint-plugin-pureness,eslint-plugin-pureness,2017-03
roman01la/webpack-closure-compiler,webpack-closure-compiler,2018-07
romeovs/json-schema-empty,json-schema-empty,2017-01
RosyTucker/react-feature-toggles,react-feature-toggles,2018-06
rowanmanning/varname,varname,2017-03
rowanoulton/prefix-matches,prefix-matches,2018-05
royalpinto/node-cares,cares,2017-03
roylines/node-epimetheus,epimetheus,2018-09
rpocklin/angular-timeline,angular-timeline,2017-06
rpocklin/ui-router-tabs,angular-ui-router-tabs,2017-08
rsamec/react-binding,react-binding,2017-03
rse/grunt-bower-install-simple,grunt-bower-install-simple,2019-06
rsschermer/ember-multiselect-checkboxes,ember-multiselect-checkboxes,2018-04
rsschermer/ember-rl-dropdown,ember-rl-dropdown,2018-03
rstacruz/iconfonts,iconfonts,2017-11
rstacruz/jsdom-global,jsdom-global,2017-06
rt2zz/react-native-drawer,react-native-drawer,2018-12
rt2zz/redux-persist-immutable,redux-persist-immutable,2017-11
rt2zz/redux-persist-transform-immutable,redux-persist-transform-immutable,2018-03
rtCamp/gitbook-plugin-edit-link,gitbook-plugin-edit-link,2015-04
rtsao/babel-preset-es2015-node,babel-preset-es2015-node,2017-04
rtsao/browser-unhandled-rejection,browser-unhandled-rejection,2018-05
rubenspgcavalcante/webpack-chrome-extension-reloader,webpack-chrome-extension-reloader,2019-05
rubenv/angular-tiny-eventemitter,angular-tiny-eventemitter,2017-01
RubenVerborgh/promiscuous,promiscuous,2018-09
ruffiem/generator-angular2-application-scaffolder,generator-angular2-application-scaffolder,2016-07
runspired/ember-mobiletouch,ember-mobiletouch,2015-08
runspired/smoke-and-mirrors,smoke-and-mirrors,2018-05
RuntimeTools/appmetrics-zipkin,appmetrics-zipkin,2018-11
rv-kip/express-redis-cache,express-redis-cache,2019-01
rvagg/ghauth,ghauth,2017-01
rvagg/jsonist,jsonist,2017-03
rvagg/pangyp,pangyp,2015-09
rvagg/workshopper,workshopper,2016-09
rviscomi/trunk8,trunk8,2018-09
rwjblue/ember-debug-handlers-polyfill,ember-debug-handlers-polyfill,2018-11
rwjblue/ember-factory-for-polyfill,ember-factory-for-polyfill,2018-02
rwjblue/ember-getowner-polyfill,ember-getowner-polyfill,2018-05
rwjblue/ember-router-service-polyfill,ember-router-service-polyfill,2018-07
rwjblue/ember-runtime-enumerable-includes-polyfill,ember-runtime-enumerable-includes-polyfill,2020-08
RxNT/json-rules-engine-simplified,json-rules-engine-simplified,2018-08
ry4n98/hash-generator,hash-gen,2018-03
ryanburgess/grunt-unused,grunt-unused,2017-02
ryanfitz/vogels,vogels,2017-01
ryanve/eol,eol,2017-10
ryx/testcafe-browser-provider-nightmare,testcafe-browser-provider-nightmare,2018-02
s-panferov/awesome-typescript-loader,awesome-typescript-loader,2019-12
s00d/webpack-shell-plugin-next,webpack-shell-plugin-next,2020-10
sachinchoolur/angular-flash,angular-flash-alert,2017-10
saebekassebil/teoria,teoria,2017-11
sagalbot/vue-sortable,vue-sortable,2017-08
Sage/babel-plugin-streamline,babel-plugin-streamline,2017-02
Sage/carbon-factory,carbon-factory,2020-02
Sage/jsurl,jsurl,2018-02
saikojosh/Object-Assign-Deep,@kyleshockey/object-assign-deep,2018-06
sailshq/whelk,whelk,2018-06
sailsjs/anchor,anchor,2019-01
sairion/buble-loader,buble-loader,2018-07
sairion/svg-inline-loader,svg-inline-loader,2020-10
salemdar/angular2-cookie,angular2-cookie,2017-04
salesforce-ux/sass-deprecate,sass-deprecate,2016-01
sam3d/auth,authcli,2018-11
samchon/framework,samchon,2020-01
SamDecrock/node-http-ntlm,httpntlm,2018-06
samturrell/vue-breadcrumbs,vue-breadcrumbs,2019-01
samuv/bee-plugin,bee-plugin,2019-09
SamyPesse/draft-js-code,draft-js-code,2018-04
SamyPesse/draft-js-prism,draft-js-prism,2018-04
SamyPesse/react-mathjax,react-mathjax,2018-07
sandeepmistry/node-bluetooth-hci-socket,bluetooth-hci-socket,2018-05
sandywalker/webui-popover,webui-popover,2017-12
sanity-io/eslint-config-sanity,eslint-config-sanity,2018-04
santthosh/aws-es-kibana,aws-es-kibana,2018-08
SAP/fundamental,fiori-fundamentals,2020-07
SAP/techne,techne,2018-08
sapegin/grunt-bower-concat,grunt-bower-concat,2016-01
sapegin/grunt-webfont,grunt-webfont,2018-09
sarriaroman/FabricPlugin,cordova-fabric-plugin,2018-04
SassDoc/sass-convert,sass-convert,2020-06
sasstools/sass-lint,sass-lint,2019-09
saymedia/angularjs-server,angularjs-server,2018-08
sazze/winston-logstash-udp,winston-logstash-udp,2017-02
sazzer/graphql-tester,graphql-tester,2017-03
sbezludny/content-type-to-typescript,content-type-to-typescript,2018-12
sboudrias/gruntfile-editor,gruntfile-editor,2017-11
sbstjn/serverless-dynamodb-autoscaling,serverless-dynamodb-autoscaling,2018-08
sbstjn/serverless-sqs-alarms-plugin,serverless-sqs-alarms-plugin,2018-06
sbycrosz/react-native-credit-card-input,react-native-credit-card-input,2018-02
scalableminds/amd-optimize,amd-optimize,2018-05
Schlogen/angular-confirm,angular-confirm,2017-09
schreiben/node-jre,node-jre,2019-12
scijs/ndarray-blas-level1,ndarray-blas-level1,2017-01
sciolist/fcopy,fcopy-pre-bundled,2018-06
sconxu/react-native-checkbox,react-native-checkbox,2018-05
scott113341/npm-install-version,npm-install-version,2017-10
scottcorgan/file-exists,file-exists,2018-07
scotthovestadt/schema-object,schema-object,2018-11
screendriver/cp-cli,cp-cli,2019-03
scriptPilot/app-framework,app-framework,2020-05
scttnlsn/mubsub,mubsub,2017-04
sdoomz/react-dropbox-chooser,react-dropbox-chooser,2018-02
se-panfilov/mini-toastr,mini-toastr,2018-08
seal789ie/react-owl-carousel,react-owl-carousel,2018-07
seanchas116/glob-loader,glob-loader,2017-01
seaneking/postcss-clearfix,postcss-clearfix,2017-09
seanmonstar/intel,intel,2017-07
SeanSobey/JasmineTSConsoleReporter,jasmine-ts-console-reporter,2018-10
seatgeek/react-infinite,react-infinite,2020-06
Seb-L/vue-cli-plugin-element-ui,vue-cli-plugin-element-ui,2020-08
sebastian-software/postcss-smart-import,postcss-smart-import,2018-01
sebinsua/scrape-twitter,scrape-twitter,2019-01
seeden/react-g-analytics,react-g-analytics,2017-05
seegno/angular-oauth2,angular-oauth2,2018-02
seegno/bookshelf-json-columns,bookshelf-json-columns,2017-08
seek-oss/seek-style-guide,seek-style-guide,2020-07
segmentio/superagent-retry,superagent-retry,2020-07
seikichi/restructured,restructured,2017-09
seiyria/angular-bootstrap-slider,angular-bootstrap-slider,2019-10
selaux/eslint-plugin-filenames,eslint-plugin-filenames,2018-07
selcukfatihsevinc/app.io,app.io,2017-08
select2/select2-bootstrap-theme,select2-bootstrap-theme,2018-04
Semantic-Org/Semantic-UI-LESS,semantic-ui-less,2018-11
semantic-release/condition-travis,@semantic-release/condition-travis,2018-01
semantic-release/last-release-npm,@semantic-release/last-release-npm,2017-11
semantic-release/travis-deploy-once,travis-deploy-once,2018-12
sendgrid/nodejs-http-client,sendgrid-rest,2020-07
sendgrid/nodemailer-sendgrid-transport,nodemailer-sendgrid-transport,2018-11
senecajs/gate-executor,gate-executor,2017-06
senecajs/seneca-amqp-transport,seneca-amqp-transport,2018-09
sequoiar/socks5,socks5,2017-10
SergeyZhukovsky/tracking-protection,tracking-protection,2020-03
Sergiioo/tslint-defocus,tslint-defocus,2018-12
sergiodxa/next-ga,next-ga,2020-01
serlo-org/athene2-editor,athene2-editor,2017-06
serverless/fdk,@serverless/fdk,2018-02
serverless/platform-sdk,@serverless/platform-sdk,2020-08
serverless/serverless-websockets-plugin,serverless-websockets-plugin,2019-02
sglanzer/ember-cli-blanket,ember-cli-blanket,2017-03
sguiheux/EventSource,ng-event-source,2018-12
Shafied/testcafe-reporter-slack,testcafe-reporter-slack,2019-11
shakacode/bootstrap-sass-loader,bootstrap-sass-loader,2016-06
shakacode/font-awesome-loader,font-awesome-loader,2017-08
shakyshane/browser-sync-client,browser-sync-client,2018-02
shama/yo-yoify,yo-yoify,2018-06
shanhaichik/webpack-require-loader,required-loader,2018-05
shawnbot/receptor,receptor,2018-06
sheerun/ava-spec,ava-spec,2018-03
SheetJS/j,j,2017-12
sheikalthaf/ngx-carousel,ngx-carousel,2018-10
shepherdwind/css-hot-loader,css-hot-loader,2019-04
shibe97/react-awesome-modal,react-awesome-modal,2019-09
shinnn/spawn-stack,spawn-stack,2018-11
shipengqi/sactive-bot,sactive-bot,2020-05
shipshapecode/ember-headroom,ember-headroom,2018-10
shlomiassaf/angular2-modal,angular2-modal,2018-06
shlomiassaf/ngx-modialog,ngx-modialog,2018-06
shockey/xml-but-prettier,xml-but-prettier,2017-12
shootaroo/jit-grunt,jit-grunt,2017-01
shoov/shoov-webdrivercss,shoov-webdrivercss,2017-01
Shopify/babel-preset-shopify,babel-preset-shopify,2020-03
Shopify/eslint-plugin-shopify,eslint-plugin-shopify,2020-03
Shopify/get-project-version,get-project-version,2017-09
Shopify/postcss-shopify,postcss-shopify,2020-03
shopify/stylelint-config-shopify,stylelint-config-shopify,2020-03
Shopify/tslint-config-shopify,tslint-config-shopify,2018-03
Shopify/twine,twine,2018-11
shoreditch-ops/artillery-core,artillery-core,2018-03
shouldjs/equal,should-equal,2017-09
shouldjs/format,should-format,2017-01
shouldjs/should.js,should,2020-11
shouldjs/type,should-type,2017-06
shtylman/form-serialize,form-serialize,2017-07
shulie/dh-component,dh-c,2018-04
shuvalov-anton/superagent-mocker,superagent-mocker,2017-05
sigma-geosistemas/Leaflet.awesome-markers,leaflet.awesome-markers,2019-01
silverbucket/webfinger.js,webfinger.js,2018-12
silverwind/cidr-range,cidr-range,2018-06
silverwind/droppy,droppy,2020-10
silverwind/file-extension,file-extension,2018-06
simenb/babel-preset-es3,babel-preset-es3,2017-11
SimenB/realpath-native,realpath-native,2020-05
SimenB/stylint-stylish,stylint-stylish,2018-10
SimenB/util.promisify-all,util.promisify-all,2020-11
simonlc/async-mkdirp,async-mkdirp,2018-11
simonmeusel/minecraft-folder-path,minecraft-folder-path,2017-09
simov/deep-copy,deep-copy,2018-02
simov/grant-profile,grant-profile,2020-05
simplabs/ember-cli-deploy-webhooks,ember-cli-deploy-webhooks,2020-04
simplabs/ember-cli-simple-auth,ember-cli-simple-auth,2015-10
simplabs/ember-cli-simple-auth-oauth2,ember-cli-simple-auth-oauth2,2015-10
simplesmiler/vue-clickaway,vue-clickaway,2018-05
simplesmiler/vue-focus,vue-focus,2017-10
SimplrJS/css-to-ts,css-to-ts,2018-11
sindresorhus/buffer-equals,buffer-equals,2018-09
sindresorhus/core-assert,core-assert,2018-11
sindresorhus/deep-assign,deep-assign,2017-07
sindresorhus/detect-newline,detect-newline,2017-01
sindresorhus/downgrade-root,downgrade-root,2017-01
sindresorhus/exec-file-sync,exec-file-sync,2018-11
sindresorhus/gulp-dust,gulp-dust,2018-11
sindresorhus/gulp-react,gulp-react,2015-09
sindresorhus/gulp-ruby-sass,gulp-ruby-sass,2018-10
sindresorhus/gulp-traceur,gulp-traceur,2018-11
sindresorhus/gulp-vulcanize,gulp-vulcanize,2018-11
sindresorhus/passwd-user,passwd-user,2017-01
sindresorhus/shell-path,shell-path,2017-01
sindresorhus/time-grunt,time-grunt,2018-11
sindresorhus/to-single-quotes,to-single-quotes,2017-04
sinnerschrader/boilerplate-server,boilerplate-server,2017-01
sinnerschrader/patternplate-client,patternplate-client,2018-09
sinnerschrader/patternplate-server,patternplate-server,2018-09
sinnerschrader/patternplate-transform-babel,patternplate-transform-babel,2018-09
sinnerschrader/patternplate-transform-browserify,patternplate-transform-browserify,2018-09
sinnerschrader/patternplate-transform-react-mount,patternplate-transform-react-mount,2018-09
sinnerschrader/patternplate-transform-react-to-markup,patternplate-transform-react-to-markup,2018-09
sinnerschrader/patternplate-transform-resolve-imports,patternplate-transform-resolve-imports,2018-09
sinofseven/serverless-s3-remover,serverless-s3-remover,2018-09
sir-dunxalot/broccoli-sass-lint,broccoli-sass-lint,2017-03
sir-dunxalot/ember-cli-sass-lint,ember-cli-sass-lint,2018-03
sitespeedio/sltc,sltc,2017-07
sitewaerts/cordova-plugin-document-viewer,cordova-plugin-document-viewer,2020-11
skalar/ddbes,ddbes,2018-07
skatejs/named-slots,skatejs-named-slots,2016-11
skatejs/template-html,skatejs-template-html,2015-11
skatejs/web-components,skatejs-web-components,2017-10
skhatri/grunt-nexus-deployer,grunt-nexus-deployer,2017-03
skhatri/grunt-sonar-runner,grunt-sonar-runner,2017-01
skoob13/react-masonry-infinite,react-masonry-infinite,2018-03
skratchdot/react-bootstrap-multiselect,react-bootstrap-multiselect,2018-08
skyrpex/gulp-less-watcher,gulp-less-watcher,2018-05
skystebnicki/chamel,chamel,2017-12
sliptree/bootstrap-tokenfield,bootstrap-tokenfield,2020-09
slm-lang/slm,slm,2018-06
slushjs/gulp-install,gulp-install,2017-04
sm-react/storybook-chapters,@storybook/addon-chapters,2018-10
smalldots/smalldots,smalldots,2020-04
smalot/bootstrap-datetimepicker,bootstrap-datetime-picker,2018-06
smchamberlin/node-red-nodes-cf-sqldb-dashdb,node-red-nodes-cf-sqldb-dashdb,2018-03
smithad15/css-to-string-loader,css-to-string-loader,2017-11
Sneezoo/babel-7-jest,babel-7-jest,2018-01
Sobesednik/node-exiftool,node-exiftool,2017-12
Sobesednik/wrote,wrote,2018-06
socialally/zephyr,zephyr,2017-01
socialtables/react-infinity-menu,react-infinity-menu,2018-05
socialtables/react-user-tour,react-user-tour,2017-08
socialtables/st-ui-toolkit,@socialtables/st-ui-toolkit,2017-06
SocketCluster/uWebSockets,sc-uws,2018-04
socketio/socket.io-adapter,socket.io-adapter,2017-09
socketio/socket.io-emitter,socket.io-emitter,2018-03
soenkekluth/EventDispatcher,eventdispatcher,2017-10
soenkekluth/scrollfeatures,scrollfeatures,2017-12
softwaregroup-bg/ut-transfer,ut-transfer,2019-11
soggie/jsonrpc-serializer,jsonrpc-serializer,2017-03
soldair/node-procfs-stats,procfs-stats,2017-01
solid-live/slideshow,solid_live_slideshow,2017-09
SolutiaConsulting/ng2-cdf,ng2-cdf,2017-11
SonarSource/sonarjs-cli,sonarjs,2018-09
SonarSource/SonarTS,tslint-sonarts,2020-05
Soreine/prismjs-components-loader,prismjs-components-loader,2018-11
sorribas/phantom-render-stream,phantom-render-stream,2017-08
soulim/ember-cli-bootstrap-datepicker,ember-cli-bootstrap-datepicker,2019-12
soundcloud/chunk-manifest-webpack-plugin,chunk-manifest-webpack-plugin,2018-01
soundtrackyourbrand/graphql-custom-datetype,graphql-custom-datetype,2017-06
souporserious/react-motion-ui-pack,react-motion-ui-pack,2018-04
souporserious/react-view-pager,react-view-pager,2020-04
sourceboat/sass-lint-vue,sass-lint-vue,2020-10
sourcegraph/javascript-typescript-langserver,javascript-typescript-langserver,2020-10
sourcegraph/tslint-config,@sourcegraph/tslint-config,2020-04
soyuka/IPCEE,ipcee,2018-02
spalger/grunt-run,grunt-run,2018-07
spatie/vue-tabs-component,vue-tabs-component,2018-10
spencer516/ember-functional-modifiers,ember-functional-modifiers,2019-10
spenceralger/grunt-esvm,grunt-esvm,2018-02
spenceralger/rcloader,rcloader,2017-01
sphereio/sphere-node-sdk,sphere-node-sdk,2018-03
spion/blue-tape,blue-tape,2017-01
spmjs/spm,spm,2018-08
springernature/dustmite,dustmite,2017-10
springernature/hasbin,hasbin,2017-01
springernature/truffler,truffler,2017-07
SpringRoll/grunt-concat-json,grunt-concat-json,2017-05
SpringRoll/grunt-springroll,grunt-springroll,2018-08
square/connect-javascript-sdk,square-connect,2020-11
square/crossfilter,crossfilter,2017-02
square/es6-module-transpiler,es6-module-transpiler,2015-10
srcclr/cron-builder,cron-builder,2017-04
srijs/rusha,rusha,2018-06
sshev/karma-remap-coverage,karma-remap-coverage,2019-10
ssoloff/eslint-config-crockford,eslint-config-crockford,2017-12
staaky/vatrates,vatrates,2020-09
stackgl/gl-geometry,gl-geometry,2017-01
stackgl/gl-shader,gl-shader,2017-01
stackgl/gl-texture2d,gl-texture2d,2017-01
stacksight/node,stacksight,2017-07
stamkracht/michelangelo,michelangelo,2018-09
Stanko/window-scroll-manager,window-scroll-manager,2019-01
stardust-ui/react,@stardust-ui/react-component-ref,2020-03
start-runner/start,start,2020-03
stasson/vue-mdc-adapter,vue-mdc-adapter,2019-04
steambap/svg-captcha,svg-captcha,2018-06
stebogit/grid-to-matrix,grid-to-matrix,2018-05
steel/karma-sprockets-mincer,karma-sprockets-mincer,2017-05
steelbrain/atom-package-path,atom-package-path,2020-09
steelbrain/callsite,sb-callsite,2020-04
steelbrain/config-file,sb-config-file,2018-12
steelbrain/consistent-env,consistent-env,2018-02
steelbrain/debounce,sb-debounce,2018-12
steelbrain/disposable-event,disposable-event,2017-07
steelbrain/memoize,sb-memoize,2017-07
steelbrain/promisify,sb-promisify,2017-07
steelbrain/react-table,sb-react-table,2018-03
steelbrain/Redis-Promise,redis-promise,2017-06
steelbrain/Redis-Proto,redis-proto,2017-07
steelbrain/scandir,sb-scandir,2017-10
stefanpenner/depwalk,mr-dep-walk,2018-02
stellarjs/stellarjs,@stellarjs/core,2018-11
stephan83/download-github-release,download-github-release,2018-02
stephenharris/grunt-checktextdomain,grunt-checktextdomain,2017-01
stephenmathieson/grunt-jslint,grunt-jslint,2018-07
stephenplusplus/google-auto-auth,google-auto-auth,2018-08
steveathon/bootstrap-wysiwyg,bootstrap-wysiwyg,2018-09
stevemao/left-pad,left-pad,2019-05
stevengill/cordova-registry-mapper,cordova-registry-mapper,2017-01
stevenpetryk/jsonapi-normalizer,jsonapi-normalizer,2018-11
stikmanw/react-fullstory-component,react-fullstory-component,2018-05
stjohnjohnson/cucumber-junit,cucumber-junit,2018-03
stoeffel/gulp-param,gulp-param,2017-02
stoeffel/react-motion-drawer,react-motion-drawer,2020-05
stoeffel/redux-saga-test,redux-saga-test,2017-09
stonelasley/ionic-mocks,ionic-mocks,2018-08
StorePilot/coinify,coinify,2018-10
storj/node-libstorj,storj,2018-10
stormpath/express-stormpath,express-stormpath,2017-11
stormpath/stormpath-node-config,stormpath-config,2017-04
stormpath/stormpath-sdk-node,stormpath,2017-09
storybooks/react-komposer,@storybook/react-komposer,2019-03
storybooks/storybook-addon-a11y,storybook-addon-a11y,2017-12
storybooks/storyshots,storyshots,2017-05
strapi/koa-router-joi,koa-router-joi,2019-08
strapi/strapi-generate-admin,strapi-generate-admin,2019-07
strax/tslint-no-unused,tslint-no-unused,2018-06
stream-utils/pause,pause,2018-07
stream-utils/unpipe,unpipe,2018-07
StreamMeDev/react-flyout,@streammedev/flyout,2018-03
Streampunk/codecadon,codecadon,2019-01
StreetHub/kue-ui,kue-ui,2018-08
stripe/jquery.payment,jquery.payment,2017-08
STRML/JSXHint,jsxhint,2015-07
strongloop/eslint-config-strongloop,eslint-config-strongloop,2017-01
strongloop/loopback-testing,loopback-testing,2016-08
strongloop/minkelite,minkelite,2019-10
strongloop/strong-arc,strong-arc,2017-01
strongloop/strong-build,strong-build,2017-01
strongloop/strong-control-channel,strong-control-channel,2017-01
strongloop/strong-deploy,strong-deploy,2017-04
strongloop/strong-gateway,strong-gateway,2019-05
strongloop/strong-mesh-models,strong-mesh-models,2017-03
strongloop/strong-oracle,strong-oracle,2017-01
strongloop/strong-runner,strong-runner,2017-03
strongloop/strong-statsd,strong-statsd,2017-01
strongloop/strong-tunnel,strong-tunnel,2017-01
strongloop/strongloop,strongloop,2018-02
strothj/react-docgen-typescript-loader,react-docgen-typescript-loader,2020-11
strothj/react-docgen-typescript-webpack-plugin,react-docgen-typescript-webpack-plugin,2020-11
structured-log/structured-log,structured-log,2018-09
strues/retinajs,retinajs,2017-07
strugee/node-cache-directory,cache-directory,2018-04
stuebersystems/gitbook-plugin-back-to-top-button,gitbook-plugin-back-to-top-button,2019-05
stuebersystems/gitbook-plugin-bootstrap-callout,gitbook-plugin-bootstrap-callout,2019-05
stuisme/protractor-pretty-html-reporter,protractor-pretty-html-reporter,2018-04
styled-components/stylelint-processor-styled-components,stylelint-processor-styled-components,2019-08
stylelint/stylelint-rule-tester,stylelint-rule-tester,2016-04
substantial/sinon-stub-promise,sinon-stub-promise,2017-06
suchipi/chai-jest-snapshot,chai-jest-snapshot,2018-07
sugarshin/draft-js-checkable-list-item,draft-js-checkable-list-item,2018-11
sugarshin/draft-js-modifiers,draft-js-modifiers,2018-06
suitcss/stylelint-config-suitcss,stylelint-config-suitcss,2018-03
suitcss/utils-display,suitcss-utils-display,2017-01
sukima/ember-class-based-modifier,ember-class-based-modifier,2019-10
SumiMakito/Awesome-qr.js,awesome-qr,2018-06
SummerWish/express-minify,express-minify,2020-11
sunflowerdeath/webfonts-generator,webfonts-generator,2017-10
super-cache-money/make-runnable,make-runnable,2017-11
supergraphql/graphql-static-binding,graphql-static-binding,2018-05
superman66/vue-highcharts,vue2-highcharts,2018-12
superRaytin/underscore.template,underscore.template,2017-02
surmon-china/ngx-quill-editor,ngx-quill-editor,2018-04
sutoiku/formula.js,formulajs,2020-03
sutoiku/jsdox,jsdox,2017-01
suttna/botbuilder-slack,botbuilder-slack,2019-01
Sv443/JSLib-npm,svjsl,2020-10
svgstore/svgstore,svgstore,2018-10
sviluppoRobyone/ngUtils,@robyone/ng-utils,2019-01
svtek/g3l,g3l,2017-09
Swatinem/rollup-plugin-url,rollup-plugin-url,2019-11
swiftype/swiftype-app-search-javascript,swiftype-app-search-javascript,2019-08
swiftype/swiftype-node,swiftype,2019-09
swissmanu/protractor-screenshot-reporter,protractor-screenshot-reporter,2016-05
systemjs/babel-plugin-transform-global-system-wrapper,babel-plugin-transform-global-system-wrapper,2017-08
systemjs/builder,systemjs-builder,2018-09
systemjs/plugin-babel,systemjs-plugin-babel,2020-10
systemjs/plugin-json,systemjs-plugin-json,2020-10
systemjs/plugin-text,systemjs-plugin-text,2020-10
t0m/select2-bootstrap-css,select2-bootstrap-css,2017-01
ta2edchimp/opt-cli,opt-cli,2017-11
TabDigital/restify-cors-middleware,restify-cors-middleware,2018-07
tachyons-css/tachyons-build-css,tachyons-build-css,2018-08
tachyons-css/tachyons-sass,tachyons-sass,2018-12
tago-io/tago-sdk-js,tago,2020-07
TahaSh/vue-paginate,vue-paginate,2018-07
taichi/grunt-istanbul,grunt-istanbul,2018-02
taion/use-named-routes,use-named-routes,2016-11
talyssonoc/react-katex,react-katex,2018-12
tandrewnichols/lodash-aliases,lodash-aliases,2017-02
tapjs/tsame,tsame,2018-12
tapppi/async-exit-hook,async-exit-hook,2018-05
taptapship/wiredep,wiredep,2017-01
tarmolov/git-hooks-js,git-hooks,2018-07
taskcluster/azure-blob-storage,azure-blob-storage,2020-12
taskcluster/azure-entities,azure-entities,2020-12
taskcluster/node-statsum,statsum,2019-03
taskcluster/npm-cache,taskcluster-npm-cache,2018-09
taskcluster/taskcluster-vcs,taskcluster-vcs,2018-09
taskworld/commit-status,commit-status,2018-03
tavicu/bs-confirmation,bs-confirmation,2020-04
taylorhakes/promise-mock,promise-mock,2018-04
tbranyen/redux-create-action-types,redux-create-action-types,2017-11
tcarlsen/atom-message-panel,atom-message-panel,2017-05
